,Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
11614,2014,Ford,Focus,151879 km,Hatchback,4 Cylinder Engine,Manual,FWD,Tuxedo Black Metallic,,,4,Gas,8.9L/100km,6.2L/100km,17995
11615,1928,Ford,Model,6411 km,Coupe,,Manual,,Yellow,White,5.0,2,Gas,,,20888
11616,2017,Ford,Escape,91872 km,,,Automatic,AWD,Black,,,5 doors,Gasoline,,,22000
11617,2018,Ford,F-150,238521 km,,,,,White,,,,,,,25888
11618,2019,Ford,F-150,35000 km,Truck,,Automatic,RWD,Grey,,,4 doors,Gasoline,,,34000
11619,2018,Ford,F-150,111123 km,Crew Cab,V6 Cylinder Engine,,4x4,,,,,Gas,14.2L/100km,10.4L/100km,36910
11620,2023,Ford,F-150,12 km,Truck,V6 Cylinder Engine,10 Speed Automatic,4x4,,,5.0,4,Gasoline Hybrid,9.8L/100km,9.7L/100km,74675
11621,2019,Ford,Mustang,62290 km,Convertible,4 Cylinder Engine,Automatic,RWD,Blue,Black,4.0,,Gas,11.8L - 11.9L/100km,8.4L/100km,36998
11622,2019,Ford,F-150,139785 km,Truck,8 Cylinder Engine,Automatic,4x4,Agate Black,,,4,Flexible,,,39995
11623,2007,Ford,Mustang,59613 km,Convertible,5.4,Manual,RWD,Colorado Red,Red,,2,Gas,15.4L/100km,10.1L/100km,42888
11624,2023,Ford,Maverick,50 km,Truck,,Automatic,FWD,White,,,4 doors,,,,45900
11625,2019,Ford,F-250,56127 km,,,,,White,,,,Gas,,,68800
11626,1968,Ford,Mustang,87000 km,Coupe,,Manual,RWD,Copper,Black,,2,Gas,,,69899
11627,2022,Ford,Bronco,89 km,SUV,2.7,,4x4,Yellow,Black,5.0,4,Gas,12.8L - 14.1L/100km,11.9L - 14.1L/100km,77888
11628,2017,Ford,Super,46773 km,,,,,White,,,,Gas,,,85800
11629,2022,Ford,F-150,189 km,Truck,,Automatic,AWD,Black,,,4 doors,Electric,,,102999
11630,2021,Ford,Escape,40975 km,SUV,1.5L,Automatic,AWD,Velocity Blue Metallic,,,2,Gas,9.0L/100km,7.6L/100km,33995
11631,2022,Ford,F-250,118 km,Truck Crew Cab,6.7,8 Speed Automatic,FWD,Agate Black Metallic,,5.0,4,Diesel,,,119888
11632,2022,Ford,F-150,175 km,Truck Crew Cab,3.5,,FWD,Blue,Black,5.0,4,Gas,13.5L/100km,10.2L/100km,129999
11633,2007,Ford,Focus,145820 km,Station Wagon,2.0L 4cyl,5 Speed Manual,FWD,Red,Grey,,2,Gas,8.7L - 9.0L/100km,5.9L - 6.5L/100km,2895
11634,2012,Ford,Focus,141000 km,Hatchback,4 Cylinder Engine,Automatic,FWD,Grey,Grey,5.0,4,Flexible,7.3L - 7.8L/100km,5.2L - 5.5L/100km,7980
11635,2018,Ford,Mustang,15242 km,Coupe,V-8 cyl,6 Speed Manual,,Ingot Silver Metallic,,,,Gas,15.1L - 15.5L/100km,9.3L - 9.5L/100km,38888
11636,2019,Ford,Mustang,21484 km,Coupe,V-8 cyl,6 Speed Manual,,Shadow Black,,,,Gas,16.1L/100km,9.9L/100km,42888
11637,2019,Ford,F-250,96096 km,Regular Cab,8 Cylinder Engine,Automatic,RWD,White,Grey,,,Gas,,,45995
11638,2019,Ford,Transit,49181 km,,,,,White,,,,Gas,,,63800
11639,2020,Ford,Transit,67173 km,,,,,White,,,,Gas,,,67800
11640,2023,Ford,Explorer,20 km,SUV,2.3L ECOBOOST,10 Speed Automatic,4x4,Iconic Silver Metallic,Black,7.0,4,Gas,11.7L/100km,8.6L/100km,60530
11641,2020,Ford,Transit,69458 km,,,,,White,,,,Gas,,,67800
11642,2006,Ford,Freestyle,177430 km,SUV,V6 Cylinder Engine,CVT,FWD,Silver,,7.0,4,Gas,11.7L/100km,8.1L/100km,3990
11643,2010,Ford,Escape,191888 km,SUV,3.0L FLEX FUEL V6 240HP 223FT.,Automatic,AWD,Blue,Black,,4,Gas,11.6L/100km,8.8L/100km,4990
11644,2012,Ford,Escape,181068 km,SUV,DURATEC 2.5L I4 171HP 171FT. L,Automatic,FWD,Beige,Black,,4,Gas,9.1L - 10.0L/100km,7.1L/100km,6990
11645,2014,Ford,F-150,282000 km,Truck,8 Cylinder Engine,6 Speed Automatic,RWD,Tuxedo Black Metallic,Grey,,,Flexible,14.7L/100km,10.5L/100km,7800
11646,2015,Ford,Escape,201960 km,SUV,ECOBOOST 1.6L TURBO I4 178HP 1,Automatic,AWD,White,Black,,4,Gas,10.6L/100km,8.0L/100km,8990
11647,2017,Ford,Focus,180697 km,Sedan,2.0L FLEX FUEL I4 160HP 146FT.,Automatic,FWD,Shadow Black,Black,5.0,4,Gas,,,9990
11648,2014,Ford,Escape,174593 km,SUV,1.6,Automatic,4x4,Ruby Red Clearcoat,Grey,,4,Gas,9.2L/100km,6.6L/100km,10495
11649,2014,Ford,Edge,219400 km,SUV,3.5,Automatic,FWD,Tuxedo Black Metallic,Black,5.0,4,Gas,9.9L - 11.1L/100km,6.6L - 7.3L/100km,10900
11650,2019,Ford,F-250,56127 km,,,,,White,,,,Gas,,,68800
11651,2016,Ford,Escape,196700 km,SUV,1.6,6 Speed Automatic,FWD,Shadow Black Metallic,Beige,5.0,4,Gas,10.1L/100km,7.4L/100km,10995
11652,2015,Ford,Escape,165750 km,SUV,4 Cylinder Engine,6 Speed Automatic,4x4,Tuxedo Black,Black,5.0,4,Gas,10.6L - 11.4L/100km,8.0L - 8.4L/100km,11750
11653,2014,Ford,Escape,160000 km,SUV,4 Cylinder Engine,6 Speed Automatic,4x4,white,Black,5.0,4,Gas,9.2L/100km,6.6L/100km,11995
11654,2016,Ford,Fusion,162000 km,Sedan,4 Cylinder Engine,6 Speed Automatic,FWD,Shadow Black,Black,5.0,4,Gas,9.9L/100km,6.5L/100km,12995
11655,2016,Ford,Escape,162350 km,SUV,4 Cylinder Engine,6 Speed Automatic,FWD,Magnetic Metallic,Black,5.0,4,Gas,10.1L/100km,7.4L/100km,13450
11656,2013,Ford,Escape,71232 km,SUV,4 Cylinder Engine,Automatic,FWD,Ruby Red Tinted,Grey,,4,Gas,9.1L/100km,6.0L/100km,13495
11657,2014,Ford,F-150,200000 km,Truck,V6 Cylinder Engine,6 Speed Automatic,4x4,Oxford White,Grey,3.0,2,Flexible,13.4L/100km,9.7L/100km,13888
11658,2012,Ford,F-150,230000 km,Truck,8 Cylinder Engine,6 Speed Automatic,4x4,White,Grey,5.0,2,Gas,,,13888
11659,2014,Ford,Flex,183000 km,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,White,Grey,6.0,4,Gas,12.2L/100km,8.6L/100km,14500
11660,2020,Ford,Edge,59012 km,SUV,2.7L 6cyl,8 Speed Automatic,AWD,Beige,Beige,,2,Premium Unleaded,12.5L/100km,9.2L/100km,42495
11661,2017,Ford,Escape,145000 km,SUV,4 Cylinder Engine,Automatic,FWD,Lightning Blue,Black,5.0,4,Gas,11.1L/100km,8.1L/100km,14800
11662,2017,Ford,Escape,129000 km,SUV,4 Cylinder Engine,6 Speed Automatic,FWD,Dark Blue,Black,5.0,4,Gas,11.1L/100km,8.1L/100km,14880
11663,2013,Ford,F-150,166000 km,Truck,V6 Cylinder Engine,6 Speed Automatic,RWD,White,Grey,6.0,4,Gas,13.0L/100km,9.0L - 9.1L/100km,14888
11664,2007,Ford,Mustang,145500 km,Convertible,4.6,5 Speed Manual,RWD,Performance White Metallic,Black,,2,Gas,13.8L - 13.9L/100km,8.6L - 9.3L/100km,14995
11665,2015,Ford,Edge,144000 km,SUV,3.5,6 Speed Automatic,AWD,Ruby Red Metallic Tinted Clearcoat,,,4,Gas,11.8L - 13.7L/100km,8.4L - 9.6L/100km,14995
11666,2018,Ford,Escape,188400 km,SUV,1.5,Automatic,FWD,Magnetic,Grey,,4,Gas,10.7L/100km,8.3L/100km,14995
11667,2010,Ford,Mustang,217000 km,Coupe,8 Cylinder Engine,5 Speed Manual,RWD,Blue,Black,4.0,2,Gas,,,14999
11668,2012,Ford,Escape,86700 km,SUV,2.5,CVT,AWD,White,Grey,5.0,4,Gasoline Hybrid,6.6L/100km,7.3L/100km,14999
11669,2010,Ford,F-150,155000 km,Truck,8 Cylinder Engine,Automatic,4x4,Tuxedo Black,Grey,6.0,4,Flexible,15.9L/100km,11.3L/100km,15500
11670,2021,Ford,Mustang,8507 km,Coupe,8cyl,10 Speed Automatic,RWD,Fighter Jet Grey,Black,,,Gas,15.3L - 16.6L/100km,10.1L - 10.5L/100km,71999
11671,2018,Ford,Focus,141879 km,Hatchback,2.0L 4cyl,6 Speed Automatic,,Magnetic Metallic,,,,Flexible,,,15888
11672,2015,Ford,Edge,136000 km,SUV,6 Cylinder,Automatic,FWD,Gray,Black,5.0,4,Gas,13.2L/100km,9.0L/100km,15888
11673,2017,Ford,Escape,148740 km,SUV,2,Automatic,FWD,,,,4,Gas,10.2L/100km,7.8L/100km,15888
11674,2013,Ford,Edge,137000 km,SUV,3.7,Automatic,AWD,Tuxedo Black Metallic,Black,5.0,4,Gas,12.1L/100km,8.7L/100km,15888
11675,2010,Ford,F-150,96000 km,Truck,8 Cylinder Engine,6 Speed Automatic,RWD,Oxford White,Grey,6.0,4,Flexible,14.3L/100km,9.7L/100km,15900
11676,2017,Ford,Fusion,145420 km,Sedan,4 Cylinder Engine,Automatic,FWD,Shadow Black,Black,,4,Gas,11.3L/100km,7.5L/100km,15980
11677,2013,Ford,F-150,237299 km,Truck,3.5,Automatic,4x4,Tuxedo Black Metallic,,6.0,,Gas,,,15995
11678,2014,Ford,F-150,180000 km,Truck,V6 Cylinder Engine,6 Speed Automatic,4x4,Oxford White,Grey,5.0,4,Flexible,13.4L/100km,9.7L/100km,16888
11679,2013,Ford,Edge,143168 km,SUV,V6 Cylinder Engine,Automatic,AWD,White Platinum Tri-Coat Metallic,Black,5.0,4,Gas,12.1L/100km,8.7L/100km,16990
11680,2022,Ford,Bronco,20 km,SUV,2.3L ECOBOOST I-4,7 Speed Manual,4x4,Area 51,Black,4.0,2,Gas,12.1L - 14.9L/100km,11.2L - 13.8L/100km,75429
11681,2017,Ford,Escape,147423 km,SUV,1.5,Automatic,AWD,Shadow Black,Black,,4,Gas,,,16998
11682,2017,Ford,Escape,155191 km,SUV,1.5L 4cyl,6 Speed Automatic,4x4,White,Black,,4,Gas,10.7L/100km,8.3L/100km,16999
11683,2016,Ford,Edge,155650 km,SUV,4 Cylinder Engine,6 Speed Automatic,FWD,Shadow Black,Black,5.0,4,Gas,11.5L/100km,7.8L/100km,17490
11684,2012,Ford,F-250,172558 km,Truck,8 Cylinder Engine,6 Speed Automatic,4x4,White,Grey,5.0,2,Flexible,,,17900
11685,2016,Ford,F-150,290000 km,Truck,8 Cylinder Engine,Automatic,4x4,Shadow Black,Black,5.0,4,Flexible,16.0L/100km,11.3L/100km,17900
11686,2008,Ford,F-250,77000 km,Truck,8 Cylinder Engine,Automatic,4x4,Oxford White,Grey,6.0,2,Gas,,,17900
11687,2011,Ford,F-250,177000 km,Truck,8 Cylinder Engine,6 Speed Automatic,4x4,White,Grey,6.0,2,Flexible,,,17900
11688,2013,Ford,F-150,142004 km,Extended Cab,5.0L V8,Automatic,RWD,Red,Grey,,4,Flexible,,,17990
11689,2010,Ford,Mustang,146000 km,Coupe,8 Cylinder Engine,5 Speed Manual,RWD,Red,Black,4.0,2,Gas,,,18888
11690,2022,Ford,Mustang,6800 km,Coupe,5.0L Ti-VCT V8,Automatic,,Shadow Black,,,,Gas,15.3L - 16.2L/100km,9.8L - 10.0L/100km,53295
11691,2018,Ford,F-150,212000 km,Truck,V6 Cylinder Engine,Automatic,RWD,Oxford White,Dark Grey,6.0,4,Gas,12.3L/100km,9.4L/100km,18888
11692,2016,Ford,F-150,189000 km,Truck,V6 Cylinder Engine,6 Speed Automatic,RWD,Oxford White,Grey,6.0,4,Gas,13.2L/100km,9.6L/100km,18888
11693,2011,Ford,F-250,200000 km,Truck,8 Cylinder Engine,6 Speed Automatic,4x4,White,Grey,6.0,4,Flexible,,,18888
11694,2012,Ford,F-150,160000 km,Truck,8 Cylinder Engine,6 Speed Automatic,4x4,White,Grey,5.0,4,Gas,,,18888
11695,2018,Ford,Escape,152917 km,SUV,1.5L 4cyl,6 Speed Automatic,4x4,Shadow Black,Black,5.0,4,Gas,10.7L/100km,8.3L/100km,18888
11696,2016,Ford,F-150,211000 km,Truck,V6 Cylinder Engine,6 Speed Automatic,RWD,,,6.0,4,Gas,12.2L/100km,9.2L/100km,18990
11697,2016,Ford,Transit,243304 km,Van Extended,3.2L 5 Cylinder Engine,Automatic,RWD,Oxford White,Black,2.0,3,Diesel,,,23695
11698,2019,Ford,Edge,96690 km,SUV,2.0L 4cyl,8 Speed Automatic,AWD,Agate Black,Black,5.0,4,Premium Unleaded,,,30888
11699,2021,Ford,Escape,27945 km,SUV,2.0L 4cyl,8 Speed Automatic,AWD,Carbonized Grey Metallic,Black,5.0,4,Premium Unleaded,10.4L/100km,7.5L/100km,37488
11700,2021,Ford,Mustang,14243 km,,Electric,Automatic,AWD,Grabber Blue Metallic,Black,5.0,4,Electric,,,75998
11701,2022,Ford,Mustang,21 km,Coupe,8 Cylinder Engine,,,Oxford White,White,,,Gas,15.3L - 16.2L/100km,9.8L - 10.0L/100km,59580
11702,2022,Ford,F-150,19 km,Truck,V6 Cylinder Engine,,4WD,Agate Black Metallic,,,,Gas,13.5L/100km,10.2L/100km,59588
11703,2017,Ford,Focus,129300 km,Sedan,2.0,Automatic,FWD,Magnetic Metallic,Black,,4,Other,,,15888
11704,2020,Ford,Mustang,2275 km,Coupe,5.2,Automatic,RWD,Shadow Black,Black,,2,Gas,19.9L/100km,12.7L/100km,132888
11705,2018,Ford,Escape,87238 km,SUV,4 Cylinder Engine,Automatic,FWD,Magnetic,Black,5.0,4,Gas,10.2L/100km,7.8L/100km,18990
11706,2015,Ford,Escape,99402 km,SUV,4 Cylinder Engine,6 Speed Automatic,4x4,White Platinum Tri-Coat,Black,5.0,4,Gas,11.4L/100km,8.4L/100km,18995
11707,2013,Ford,Mustang,139050 km,Coupe,V6 Cylinder Engine,6 Speed Manual,RWD,Blue,Black,4.0,2,Gas,10.8L - 11.2L/100km,6.3L - 6.8L/100km,18995
11708,2015,Ford,Expedition,190000 km,SUV,V6 Cylinder Engine,6 Speed Automatic,4x4,Dark Grey,Black,5.0,4,Gas,16.2L/100km,11.8L/100km,18999
11709,2018,Ford,Escape,128956 km,SUV,1.5L EcoBoost,Automatic,FWD,Ingot Silver,Black,,4,Gas,10.2L/100km,7.8L/100km,19787
11710,2015,Ford,Escape,197472 km,SUV,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,Automatic,FWD,,,5.0,4,Gas,10.4L - 10.9L/100km,7.4L - 8.0L/100km,15300
11711,2012,Ford,F-250,159000 km,Truck,8 Cylinder Engine,6 Speed Automatic,RWD,White,Grey,6.0,4,Flexible,,,19900
11712,2011,Ford,F-250,238000 km,Truck,8 Cylinder Engine,6 Speed Automatic,4x4,White,Dark Grey,6.0,4,Diesel,,,19900
11713,2017,Ford,Escape,128000 km,SUV,4 Cylinder Engine,6 Speed Automatic,4x4,,,5.0,4,Gas,11.5L/100km,8.7L/100km,19900
11714,2015,Ford,F-250,250000 km,Truck,8 Cylinder Engine,6 Speed Automatic,4x4,White,Grey,6.0,4,Flexible,,,19900
11715,2015,Ford,Expedition,176000 km,SUV,V6 Cylinder Engine,6 Speed Automatic,4x4,Tuxedo Black,Black,7.0,4,Gas,16.4L/100km,12.0L/100km,19990
11716,2017,Ford,Edge,144799 km,SUV,4 Cylinder Engine,Automatic,AWD,Magnetic Metallic,,,2,Gas,11.9L/100km,8.6L/100km,19990
11717,2013,Ford,F-250,190000 km,Truck,8 Cylinder Engine,6 Speed Automatic,4x4,Oxford White,Grey,3.0,2,Flexible,,,19990
11718,2016,Ford,Escape,128000 km,SUV,4 Cylinder Engine,6 Speed Automatic,4x4,White Platinum Tri-Coat,Black,5.0,4,Gas,11.4L/100km,8.4L/100km,19995
11719,2015,Ford,Escape,55891 km,SUV,4 Cylinder Engine,6 Speed Automatic,4x4,,,5.0,4,Gas,11.4L/100km,8.4L/100km,19998
11720,2019,Ford,Escape,37285 km,SUV,4 Cylinder Engine,6 Speed Automatic,4x4,Agate Black Metallic,,5.0,4,Gas,11.5L/100km,8.7L/100km,29995
11721,2014,Ford,Explorer,110648 km,SUV,3.5,Automatic,4x4,Tuxedo Black Metallic,Black,7.0,4,Gas,12.7L/100km,8.7L/100km,20888
11722,2016,Ford,Edge,125000 km,SUV,I-4 cyl,6 Speed Automatic,FWD,Blue,Black,,,Gas,11.5L/100km,7.8L/100km,20900
11723,2015,Ford,F-250,240852 km,Regular Cab,8 Cylinder Engine,Automatic,4x4,Oxford White,,,2,Flexible,,,20950
11724,2019,Ford,Edge,168835 km,SUV,4 Cylinder Engine,Automatic,FWD,White,Black,5.0,,Gas,10.9L/100km,8.0L/100km,20980
11725,2020,Ford,Escape,155679 km,SUV,3 Cylinder Engine,Automatic,AWD,White,Grey,5.0,,Gas,,,20987
11726,2016,Ford,Edge,115710 km,SUV,V6 Cylinder Engine,Automatic,FWD,Shadow Black,Black,5.0,4,Gas,11.5L - 13.4L/100km,7.8L - 9.0L/100km,20990
11727,2017,Ford,Edge,145864 km,SUV,V6 Cylinder Engine,Automatic,AWD,Shadow Black,Black,5.0,4,Gas,11.9L - 13.9L/100km,8.6L - 10.0L/100km,20990
11728,2019,Ford,Escape,108708 km,SUV,4 Cylinder Engine,Automatic,AWD,Agate Black Metallic,Black,5.0,,Gas,11.2L - 11.5L/100km,8.4L - 8.7L/100km,21490
11729,2010,Ford,F-250,80000 km,Truck,8 Cylinder Engine,5 Speed Automatic,RWD,White,Tan,6.0,2,Diesel,,,21888
11730,2016,Ford,Escape,153030 km,SUV,4 Cylinder Engine 2.0L,Automatic,4x4,White Platinum Tri-Coat,Black,,4,Gas,11.4L/100km,8.4L/100km,16495
11731,2014,Ford,Mustang,90000 km,Convertible,V6 Cylinder Engine,6 Speed Manual,RWD,Dark Blue,Black,4.0,2,Gas,11.0L - 11.2L/100km,6.8L - 6.9L/100km,21900
11732,2019,Ford,Fusion,145988 km,Sedan,4 Cylinder Engine,CVT,FWD,Agate Black,Black,5.0,,Gasoline Hybrid,5.8L/100km,6.5L/100km,21990
11733,2014,Ford,F-150,140242 km,Crew Cab,5.0L V8,Automatic,4x4,Tuxedo Black Metallic,Grey,,4,Flexible,,,21990
11734,2017,Ford,Escape,58041 km,SUV,1.5,Automatic,AWD,White,Black,,4,Gas,10.7L/100km,8.3L/100km,21998
11735,2015,Ford,F-250,231612 km,Regular Cab,6.2L V8 OHV 16V,Automatic,RWD,Oxford White,Grey,,2,Flexible,,,21999
11736,2018,Ford,Escape,145499 km,SUV,245HP 2.0L 4 Cylinder Engine,Automatic,4WD,White Platinum Metallic Tri-Coat,,,4,Gas,11.5L/100km,8.8L/100km,22990
11737,2020,Ford,Escape,125698 km,SUV,3 Cylinder Engine,Automatic,AWD,Magnetic Metallic,Grey,5.0,4,Gas,8.9L/100km,7.6L/100km,22999
11738,2018,Ford,Escape,59464 km,SUV,1.5,Automatic,AWD,White,Black,,4,Gas,10.7L/100km,8.3L/100km,23398
11739,2018,Ford,Escape,24569 km,SUV,4 Cylinder Engine,6 Speed Automatic,4x4,Magnetic,Black,5.0,4,Gas,10.7L - 11.5L/100km,8.3L - 8.8L/100km,23498
11740,2021,Ford,Mustang,22886 km,,Electric Motor,Automatic,AWD,Blue,Black,,4,Electric,,,56988
11741,2017,Ford,Escape,73036 km,SUV,2.0,Automatic,AWD,White Platinum Metallic Tri-Coat,Black,,4,Gas,11.5L/100km,8.7L/100km,23798
11742,2019,Ford,Escape,90306 km,SUV,1.5L 4cyl,6 Speed Automatic,4x4,Magnetic,Black,5.0,4,Gas,11.2L/100km,8.4L/100km,23888
11743,2013,Ford,F-250,140000 km,Truck,8 Cylinder Engine,6 Speed Automatic,RWD,White,Grey,6.0,4,Diesel,,,23900
11744,2014,Ford,F-250,190000 km,Truck,8 Cylinder Engine,6 Speed Automatic,4x4,White,Grey,5.0,4,Flexible,,,23900
11745,2018,Ford,Edge,146788 km,SUV,4 Cylinder Engine,Automatic,FWD,Magnetic Metallic,Black,5.0,4,Gas,11.5L/100km,8.0L/100km,23990
11746,2015,Ford,Mustang,122000 km,Coupe,4 Cylinder Engine,Automatic,RWD,Oxford White,Black,4.0,2,Gas,10.6L - 11.0L/100km,7.4L - 7.5L/100km,23995
11747,2017,Ford,Edge,77076 km,SUV,2.0,Automatic,AWD,Oxford White,Black,,4,Gas,11.9L/100km,8.6L/100km,23998
11748,2020,Ford,EcoSport,60246 km,SUV,4 Cylinder Engine,6 Speed Automatic,AWD,Shadow Black,Black,,2,Gas,10.2L/100km,8.1L/100km,24155
11749,2018,Ford,Edge,54550 km,SUV,4 Cylinder Engine,6 Speed Automatic,FWD,Black,Black,5.0,4,Gas,,,24880
11750,2019,Ford,Edge,111020 km,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,White Platinum Metallic Tri-Coat,Black,,4,Gas,11.4L/100km,8.3L/100km,27295
11751,2016,Ford,Mustang,137148 km,Convertible,3.7L V6 Ti-VCT 24V,,RWD,Oxford White,Charcoal,,2,Gas,,,24887
11752,2012,Ford,F-350,137000 km,Truck,8 Cylinder Engine,6 Speed Automatic,4x4,Dark Blue Pearl,Dark Grey,6.0,4,Flexible,,,24900
11753,2019,Ford,Edge,119429 km,SUV,4 Cylinder Engine,Automatic,FWD,Ingot Silver Metallic,Black,5.0,4,Gas,10.9L/100km,8.0L/100km,24990
11754,2020,Ford,Edge,146000 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Magnetic Metallic,Black,5.0,4,Gas,11.4L/100km,8.3L/100km,24995
11755,2017,Ford,Mustang,99000 km,Coupe,V6 Cylinder Engine,6 Speed Manual,RWD,Magnetic Metallic,Black,4.0,2,Gas,12.6L - 13.6L/100km,8.4L - 8.5L/100km,24995
11756,2016,Ford,Mustang,178220 km,Coupe,5.0L 8cyl,6 Speed Automatic,RWD,Shadow Black,Black,,2,Premium Unleaded,14.9L - 15.8L/100km,9.3L - 9.5L/100km,24998
11757,2013,Ford,F-250,156000 km,Truck,8 Cylinder Engine,6 Speed Automatic,4x4,White,Grey,6.0,4,Flexible,,,24999
11758,2017,Ford,Escape,49982 km,SUV,4 Cylinder Engine,6 Speed Automatic,4x4,White Platinum Metallic Tri-Coat,Black,5.0,4,Gas,11.5L/100km,8.7L/100km,25488
11759,2019,Ford,Escape,57279 km,SUV,4 Cylinder Engine,6 Speed Automatic,4x4,White,Grey,5.0,4,Gas,11.2L/100km,8.4L/100km,25898
11760,2017,Ford,F-250,91474 km,Truck Crew Cab,V-8 cyl,6 Speed Automatic,4x4,Ingot Silver Metallic,Grey,5.0,4,Diesel,,,56476
11761,2015,Ford,Explorer,117000 km,SUV,V6 Cylinder Engine,6 Speed Automatic,4x4,Ingot Silver Metallic,Black,6.0,4,Gas,14.2L/100km,10.3L/100km,25900
11762,2021,Ford,EcoSport,11193 km,SUV,2.0L Ti-VCT GDI I-4 -inc: auto start-stop technolo,6 Speed Automatic,AWD,Smoke Metallic,,,4,Gas,10.2L/100km,8.0L/100km,25988
11763,2016,Ford,Mustang,70000 km,Convertible,V6 Cylinder Engine,Automatic,RWD,Burgundy,Black,4.0,2,Gas,,,25990
11764,2018,Ford,Escape,85327 km,SUV,2.0,Automatic,AWD,Shadow Black,Black,,4,Gas,11.5L/100km,8.8L/100km,25998
11765,2020,Ford,Fusion,91935 km,Sedan,2.0,Automatic,FWD,Magnetic Metallic,Black,5.0,4,Gasoline Hybrid,5.5L/100km,5.7L/100km,26888
11766,2018,Ford,Explorer,147000 km,SUV,4 Cylinder Engine,6 Speed Automatic,4x4,Shadow Black,Black,7.0,4,Gas,,,26900
11767,2020,Ford,Escape,67654 km,SUV,1.5L EcoBoost,8 Speed Automatic,AWD,Dark Persian Green Metallic,Grey,,4,Gas,,,26987
11768,2020,Ford,Edge,97318 km,SUV,4 Cylinder Engine,Automatic,FWD,Agate Black,Black,5.0,4,Gas,11.2L/100km,8.1L/100km,26990
11769,2015,Ford,F-250,212615 km,Regular Cab,6.2L V8 OHV 16V,Automatic,4x4,Oxford White,Grey,,2,Flexible,,,26999
11770,2020,Ford,Mustang,21630 km,Coupe,5.0L 8cyl,6 Speed Manual,RWD,Dark Highland Green Metallic,Black,,2,Premium Unleaded,16.4L/100km,10.2L/100km,56999
11771,2015,Ford,F-250,201489 km,Regular Cab,6.2L V8 OHV 16V,Automatic,4x4,Oxford White,Grey,,2,Flexible,,,26999
11772,2014,Ford,F-350,147481 km,Crew Cab,6.2L V8 OHV 16V,Automatic,4x4,White,Grey,,4,Flexible,,,26999
11773,2020,Ford,Escape,24164 km,SUV,4 Cylinder Engine,8 Speed Automatic,FWD,Agate Black Metallic,Black,5.0,5,Gas,,,27238
11774,2019,Ford,Escape,51451 km,SUV,1.5L 4cyl,6 Speed Automatic,4x4,Agate Black Metallic,,,2,Gas,11.2L/100km,8.4L/100km,27444
11775,2018,Ford,Edge,84441 km,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,Ingot Silver Metallic,Beige,5.0,4,Gas,14.2L/100km,10.2L/100km,27588
11776,2018,Ford,Edge,45562 km,SUV,2.0L 4cyl,6 Speed Automatic,FWD,Red,,,2,Premium Unleaded,11.5L/100km,8.0L/100km,27688
11777,2019,Ford,Fusion,79184 km,Sedan,2.0,Automatic,FWD,Magnetic Metallic,Black,5.0,4,Gasoline Hybrid,5.8L/100km,6.5L/100km,27985
11778,2016,Ford,F-150,161356 km,Truck,8 Cylinder Engine,6 Speed Automatic,4x4,Blue,Blue,6.0,4,Flexible,13.3L - 16.0L/100km,10.4L - 11.3L/100km,27987
11779,2020,Ford,Escape,115343 km,SUV,4 Cylinder Engine,Automatic,AWD,Agate Black Metallic,Black,5.0,4,Gas,,,27999
11780,2018,Ford,F-150,172353 km,Regular Cab,8 Cylinder Engine,Automatic,4x4,Grey,Black,5.0,4,Flexible,14.6L/100km,10.9L/100km,34995
11781,2015,Ford,Explorer,40514 km,SUV,3.5L 6cyl,6 Speed Automatic,4x4,White,Black,7.0,4,Gas,14.2L/100km,10.3L/100km,28500
11782,2019,Ford,Flex,147124 km,SUV,3.5L 6cyl,6 Speed Automatic,AWD,Grey,Beige,7.0,4,Gas,14.7L/100km,10.7L/100km,28888
11783,2018,Ford,Flex,99805 km,SUV,3.5L 6cyl,6 Speed Automatic,AWD,Shadow Black,Grey,7.0,4,Gas,14.7L/100km,10.7L/100km,28888
11784,2020,Ford,Fusion,67826 km,Sedan,4 Cylinder Engine,CVT,FWD,Magnetic Metallic,,,4,Gasoline Hybrid,5.5L/100km,5.7L/100km,28992
11785,2017,Ford,Explorer,79063 km,SUV,3.5,6 Speed Automatic,4x4,Blue Jeans Metallic,Black,,4,Gas,14.8L/100km,10.7L/100km,28995
11786,2019,Ford,Explorer,120817 km,SUV,3.5L 6cyl,6 Speed Automatic,4x4,Agate Black Metallic,Black,7.0,4,Gas,13.1L - 15.2L/100km,9.2L - 10.9L/100km,29873
11787,2017,Ford,Transit,154000 km,Minivan,6 Cylinder,Automatic,RWD,White,Grey,2.0,3,Flexible,,,29880
11788,2016,Ford,Mustang,137513 km,Coupe,8 Cylinder Engine,Automatic,RWD,Oxford White,Black,4.0,2,Gas,14.9L - 15.8L/100km,9.3L - 9.5L/100km,29987
11789,2016,Ford,F-150,158000 km,Truck,8 Cylinder Engine,6 Speed Automatic,4x4,Black,Dark Grey,5.0,4,Flexible,,,29990
